"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","source","type","score","phase","gene_type","gene_name","level","hgnc_id","havana_gene"
"ENSG00000258387.1",8.19618101170165,-4.4831512433021,0.35471827250933,-12.6386250462589,1.2929514727488e-36,1.78208587627719e-35,"HAVANA","gene",NA,NA,"processed_pseudogene","AL358913.1","1",NA,"OTTHUMG00000170708.1"
"ENSG00000130487.9",1197.15905767428,-2.60113908140192,0.205848992826867,-12.636151606482,1.33426253844718e-36,1.83743944285726e-35,"HAVANA","gene",NA,NA,"protein_coding","KLHDC7B","2","HGNC:25145","OTTHUMG00000150250.6"
"ENSG00000185897.7",3.77244326955502,2.21317435061685,0.175156727144799,12.6353945217716,1.34716754306873e-36,1.85414527401387e-35,"HAVANA","gene",NA,NA,"protein_coding","FFAR3","2","HGNC:4499","OTTHUMG00000172514.3"
"ENSG00000188816.3",10.8013810390717,-5.11064291837907,0.404591160070734,-12.631622790487,1.41333108909042e-36,1.94353307917112e-35,"HAVANA","gene",NA,NA,"protein_coding","HMX2","2","HGNC:5018","OTTHUMG00000019198.1"
"ENSG00000186479.5",37.9980721716113,2.14264675985475,0.16963329878239,12.631050479089,1.42364887852212e-36,1.95715976384489e-35,"HAVANA","gene",NA,NA,"protein_coding","RGS7BP","2","HGNC:23271","OTTHUMG00000162293.2"
"ENSG00000188525.4",13.4546746603784,3.20218162913411,0.253589334647109,12.6274302252901,1.49067260913834e-36,2.04753797889386e-35,"HAVANA","gene",NA,NA,"lncRNA","AC010969.1","2",NA,"OTTHUMG00000119005.3"
"ENSG00000137571.11",95.8180592883483,-2.22247956188587,0.176077773244139,-12.6221471395161,1.59414676707993e-36,2.18903902581827e-35,"HAVANA","gene",NA,NA,"protein_coding","SLCO5A1","1","HGNC:19046","OTTHUMG00000165121.5"
"ENSG00000105255.11",39.2742985851918,-2.69692191024505,0.213771103184318,-12.6159329772448,1.72502554243721e-36,2.36401526711003e-35,"HAVANA","gene",NA,NA,"protein_coding","FSD1","2","HGNC:13745","OTTHUMG00000181881.6"
"ENSG00000167653.5",435.663994389809,-2.91515297028652,0.23123000800757,-12.6071568106813,1.92824501836114e-36,2.63723148243455e-35,"HAVANA","gene",NA,NA,"protein_coding","PSCA","2","HGNC:9500","OTTHUMG00000162077.3"
"ENSG00000234235.1",7.12155278604933,2.79225078010166,0.221507082770203,12.605695245413,1.96432742565555e-36,2.68504784488323e-35,"HAVANA","gene",NA,NA,"lncRNA","BOK-AS1","1","HGNC:35125","OTTHUMG00000151556.1"
"ENSG00000258679.1",3.14786560350971,-3.01892399207891,0.239512357698784,-12.6044602503374,1.99533887582869e-36,2.72588210838189e-35,"HAVANA","gene",NA,NA,"transcribed_processed_pseudogene","AC121758.2","1",NA,"OTTHUMG00000170894.1"
"ENSG00000276272.1",6.11355218714832,-2.15946330742786,0.171391362705879,-12.5996040485055,2.12207111733182e-36,2.89321425824933e-35,"HAVANA","gene",NA,NA,"lncRNA","AC024884.2","2",NA,"OTTHUMG00000187926.1"
"ENSG00000081138.14",100.798626300577,-3.54893190721769,0.281672744423784,-12.5994863808272,2.12523915183238e-36,2.89591034596955e-35,"HAVANA","gene",NA,NA,"protein_coding","CDH7","2","HGNC:1766","OTTHUMG00000132800.4"
"ENSG00000196427.13",123.611538254856,-3.17498346554626,0.252008398528983,-12.5987208524763,2.14596498386256e-36,2.92332051114174e-35,"HAVANA","gene",NA,NA,"protein_coding","NBPF4","2","HGNC:26550","OTTHUMG00000011318.5"
"ENSG00000239265.5",9.90810065812271,-3.06287328015521,0.243146086254747,-12.5968438453342,2.19763686008075e-36,2.99200858103066e-35,"HAVANA","gene",NA,NA,"lncRNA","CLRN1-AS1","2","HGNC:30895","OTTHUMG00000159846.2"
"ENSG00000106809.11",2034.57016351135,2.38231038865189,0.189139344629024,12.5955305244635,2.23452449776184e-36,3.04136558772074e-35,"HAVANA","gene",NA,NA,"protein_coding","OGN","2","HGNC:8126","OTTHUMG00000020224.4"
"ENSG00000152669.9",745.313739921677,-2.46709207436443,0.195908116320702,-12.5931080380855,2.30418725861094e-36,3.13173366127802e-35,"HAVANA","gene",NA,NA,"protein_coding","CCNO","2","HGNC:18576","OTTHUMG00000162598.2"
"ENSG00000128683.14",118.245776381098,-2.84148765149365,0.225653992725866,-12.5922329898483,2.32987786512781e-36,3.16485535917985e-35,"HAVANA","gene",NA,NA,"protein_coding","GAD1","2","HGNC:4092","OTTHUMG00000044175.9"
"ENSG00000159387.8",157.23215788645,2.43533805470844,0.193405393495939,12.5918828357782,2.34023762998393e-36,3.1780267815343e-35,"HAVANA","gene",NA,NA,"protein_coding","IRX6","2","HGNC:14675","OTTHUMG00000172239.4"
"ENSG00000262188.2",12.2560559817107,-2.14845052052589,0.170664799126854,-12.5887150221819,2.43606668505746e-36,3.30628767368564e-35,"HAVANA","gene",NA,NA,"lncRNA","LINC01978","2","HGNC:52806","OTTHUMG00000177488.2"
"ENSG00000105880.7",126.587629817478,-2.30156765954282,0.183030081660668,-12.5748054017145,2.90514768261348e-36,3.9295772296446e-35,"HAVANA","gene",NA,NA,"protein_coding","DLX5","2","HGNC:2918","OTTHUMG00000154200.7"
"ENSG00000263257.3",5.60083389556876,2.65655203587535,0.211357363788758,12.5690062946208,3.12628584641782e-36,4.22392427811274e-35,"HAVANA","gene",NA,NA,"lncRNA","AC040173.1","1",NA,"OTTHUMG00000177424.4"
"ENSG00000224715.1",14.6680875082077,-4.11893136114391,0.327957633854742,-12.5593397925546,3.53268142108107e-36,4.76628462078271e-35,"HAVANA","gene",NA,NA,"lncRNA","Z82186.1","2",NA,"OTTHUMG00000150328.1"
"ENSG00000287692.1",22.8712349329635,2.44848124390013,0.194960743662909,12.5588423489685,3.55495979048242e-36,4.7936426558405e-35,"HAVANA","gene",NA,NA,"lncRNA","AC053545.1","2",NA,"OTTHUMG00000195568.1"
"ENSG00000205231.1",4.85879284330891,2.03780631423484,0.162278998186007,12.5574247870268,3.61921509067211e-36,4.87479884717743e-35,"HAVANA","gene",NA,NA,"lncRNA","TTLL10-AS1","2","HGNC:41159","OTTHUMG00000000850.1"
"ENSG00000180549.8",34.0336155461046,-2.03546484103507,0.162167208902163,-12.551642559644,3.89348734916322e-36,5.23539093175442e-35,"HAVANA","gene",NA,NA,"protein_coding","FUT7","2","HGNC:4018","OTTHUMG00000020964.2"
"ENSG00000228607.2",6.17504431325656,-4.11965378807659,0.328494496696954,-12.5410131052426,4.45266434025036e-36,5.98057607349018e-35,"HAVANA","gene",NA,NA,"protein_coding","CLDN25","2","HGNC:37218","OTTHUMG00000168193.1"
"ENSG00000204338.8",201.421118009442,-2.21760579184863,0.176896552490261,-12.5361730380287,4.73305812012436e-36,6.35362327080858e-35,"HAVANA","gene",NA,NA,"transcribed_unprocessed_pseudogene","CYP21A1P","2","HGNC:2599","OTTHUMG00000031026.3"
"ENSG00000231768.2",47.4799804217027,2.02118392226082,0.161262529006194,12.5335000927784,4.89535634950639e-36,6.56597208020299e-35,"HAVANA","gene",NA,NA,"lncRNA","LINC01354","2","HGNC:50581","OTTHUMG00000037976.8"
"ENSG00000244681.1",1.09814222379085,3.03262198568083,0.241997180588306,12.5316418080095,5.01143651474806e-36,6.71790496422998e-35,"HAVANA","gene",NA,NA,"transcribed_processed_pseudogene","MTHFD2P1","1","HGNC:48859","OTTHUMG00000159027.1"
"ENSG00000175175.6",168.594635323776,-2.30926276196496,0.184349221663443,-12.5265663783537,5.34260454796829e-36,7.15383409427503e-35,"HAVANA","gene",NA,NA,"protein_coding","PPM1E","2","HGNC:19322","OTTHUMG00000179248.3"
"ENSG00000283031.2",11.8296695380719,2.01979940391791,0.16131934526049,12.5205033572163,5.76682620689222e-36,7.71109806229992e-35,"HAVANA","gene",NA,NA,"lncRNA","AC009242.1","2",NA,"OTTHUMG00000191610.2"
"ENSG00000168824.14",204.764824277413,2.23016670905613,0.178412032930576,12.5000913471119,7.45655564244962e-36,9.94553398746552e-35,"HAVANA","gene",NA,NA,"protein_coding","NSG1","1","HGNC:18790","OTTHUMG00000160002.3"
"ENSG00000276397.2",5.38641339393447,-3.46716712337681,0.277455528245368,-12.4962985791028,7.82087194372417e-36,1.04169578766701e-34,"HAVANA","gene",NA,NA,"lncRNA","LINC01879","2","HGNC:52698","OTTHUMG00000132860.5"
"ENSG00000203812.2",7.37314644294556,-2.75219941985509,0.220321664754273,-12.4917330437052,8.28294681608985e-36,1.1020160565367e-34,"HAVANA","gene",NA,NA,"protein_coding","H2AC18","2","HGNC:4736","OTTHUMG00000188678.1"
"ENSG00000157303.11",3247.66340882678,-2.1036524242177,0.168583246120114,-12.4784192535886,9.79111750472425e-36,1.30014534271435e-34,"HAVANA","gene",NA,NA,"protein_coding","SUSD3","2","HGNC:28391","OTTHUMG00000020241.4"
"ENSG00000284948.1",9.77655138410093,-2.74747884013757,0.220410715811526,-12.4652688959413,1.15481594616503e-35,1.53091400057461e-34,"HAVANA","gene",NA,NA,"lncRNA","AC107959.4","2",NA,"OTTHUMG00000192449.1"
"ENSG00000186297.12",13.9776746470755,-4.8342324213892,0.388028373575802,-12.458450852035,1.2579039055155e-35,1.66389221737293e-34,"HAVANA","gene",NA,NA,"protein_coding","GABRA5","2","HGNC:4079","OTTHUMG00000171824.6"
"ENSG00000160349.10",3.13277250208312,-3.36491494360146,0.27043344708183,-12.4426729752229,1.5328696959852e-35,2.02146400040328e-34,"HAVANA","gene",NA,NA,"protein_coding","LCN1","2","HGNC:6525","OTTHUMG00000020908.1"
"ENSG00000285570.1",14.8855936283985,-2.16212592048972,0.173875401928747,-12.4349154423565,1.6891945123222e-35,2.22516659569306e-34,"HAVANA","gene",NA,NA,"lncRNA","AL590666.4","2",NA,"OTTHUMG00000193260.1"
"ENSG00000177238.14",77.1562975870547,-2.73141722142116,0.219922900155926,-12.4198854211389,2.03853239716916e-35,2.67871879178208e-34,"HAVANA","gene",NA,NA,"protein_coding","TRIM72","2","HGNC:32671","OTTHUMG00000176754.3"
"ENSG00000152969.20",8.68492705623803,-2.5723648199682,0.207175011485083,-12.4163855550379,2.12967681945039e-35,2.79541962794159e-34,"HAVANA","gene",NA,NA,"protein_coding","JAKMIP1","2","HGNC:26460","OTTHUMG00000193376.2"
"ENSG00000197061.5",13.9838919186671,-2.97541223879308,0.239731254688238,-12.4114489896718,2.26515914021239e-35,2.9708123297995e-34,"HAVANA","gene",NA,NA,"protein_coding","H4C3","2","HGNC:4787","OTTHUMG00000014429.2"
"ENSG00000186086.18",83.4874229479615,-3.12524419049005,0.251868877911139,-12.4082189765131,2.35840595315745e-35,3.09056972690846e-34,"HAVANA","gene",NA,NA,"protein_coding","NBPF6","2","HGNC:31988","OTTHUMG00000039830.5"
"ENSG00000197561.7",8.76814074301816,2.42931883984104,0.195923598651846,12.3993171652482,2.63559926113132e-35,3.44627621727078e-34,"HAVANA","gene",NA,NA,"protein_coding","ELANE","2","HGNC:3309","OTTHUMG00000181839.6"
"ENSG00000283503.2",2.70980539817392,2.54417316154267,0.205619459407868,12.3732119949603,3.64930630693852e-35,4.74974912158175e-34,"HAVANA","gene",NA,NA,"lncRNA","LINC01902","2","HGNC:52721","OTTHUMG00000191634.2"
"ENSG00000034239.11",72.7884065966877,2.3281667036923,0.188178156379092,12.3721411054858,3.69829655448508e-35,4.80959250611782e-34,"HAVANA","gene",NA,NA,"protein_coding","EFCAB1","2","HGNC:25678","OTTHUMG00000164203.4"
"ENSG00000166573.6",5.89742398995957,2.74023296867992,0.221574788006203,12.3670792752974,3.9388516527155e-35,5.11687588616051e-34,"HAVANA","gene",NA,NA,"protein_coding","GALR1","2","HGNC:4132","OTTHUMG00000132875.4"
"ENSG00000264647.1",6.45708051523127,-3.33463079977936,0.269644082884887,-12.3667864842521,3.95323220759191e-35,5.13277385001974e-34,"HAVANA","gene",NA,NA,"lncRNA","AC104564.4","2",NA,"OTTHUMG00000179725.1"
"ENSG00000136574.18",60.3741637161531,-4.62410792613775,0.373979895170483,-12.3645896099035,4.06280976779404e-35,5.27076133157358e-34,"HAVANA","gene",NA,NA,"protein_coding","GATA4","1","HGNC:4173","OTTHUMG00000090800.4"
"ENSG00000105613.10",116.309044259571,-2.06668564430746,0.167151875481225,-12.3641187893198,4.08668359431857e-35,5.29985742963579e-34,"HAVANA","gene",NA,NA,"protein_coding","MAST1","2","HGNC:19034","OTTHUMG00000180514.4"
"ENSG00000226876.3",12.3417463144052,-3.57016528632041,0.288752453668747,-12.3641037191534,4.08745005270387e-35,5.29985742963579e-34,"HAVANA","gene",NA,NA,"lncRNA","SMYD3-AS1","1","HGNC:40708","OTTHUMG00000040511.2"
"ENSG00000218358.2",12.1912064229147,-2.4502935972442,0.198208212612637,-12.3622203386338,4.18437044844412e-35,5.42112461289772e-34,"HAVANA","gene",NA,NA,"transcribed_unprocessed_pseudogene","RAET1K","2","HGNC:16797","OTTHUMG00000015815.2"
"ENSG00000130287.14",62.0107968033507,-4.24900801883512,0.344207354766136,-12.3443266391621,5.22697195365958e-35,6.75179903747184e-34,"HAVANA","gene",NA,NA,"protein_coding","NCAN","1","HGNC:2465","OTTHUMG00000182218.6"
"ENSG00000234457.1",0.600584506463326,2.3561401288959,0.190935910899272,12.3399528030056,5.51882241107209e-35,7.12494696077779e-34,"HAVANA","gene",NA,NA,"processed_pseudogene","AC006960.1","2",NA,"OTTHUMG00000154942.1"
"ENSG00000196557.13",2163.71114849107,-2.32621568875487,0.188548524331056,-12.3374908236909,5.69016461198028e-35,7.34417528448209e-34,"HAVANA","gene",NA,NA,"protein_coding","CACNA1H","1","HGNC:1395","OTTHUMG00000172992.5"
"ENSG00000267603.1",5.95186300895591,4.11214933934949,0.333469690501411,12.3314035922317,6.13683442557675e-35,7.90790041230183e-34,"HAVANA","gene",NA,NA,"lncRNA","LINC01028","2","HGNC:49014","OTTHUMG00000180348.1"
"ENSG00000108342.13",27.0853050402156,3.70363739388187,0.300530132018062,12.3236807205052,6.7539772739788e-35,8.69145987634501e-34,"HAVANA","gene",NA,NA,"protein_coding","CSF3","2","HGNC:2438","OTTHUMG00000133247.3"
"ENSG00000249752.1",1.4802995221075,2.60048770253175,0.211077126128721,12.3200829489497,7.06216124539294e-35,9.0782974313597e-34,"HAVANA","gene",NA,NA,"lncRNA","AC108156.1","2",NA,"OTTHUMG00000161392.1"
"ENSG00000204624.8",91.5277810179438,-2.27341282333457,0.184670278958862,-12.3106589547147,7.93724758755834e-35,1.01813529295829e-33,"HAVANA","gene",NA,NA,"protein_coding","DISP3","2","HGNC:29251","OTTHUMG00000002074.3"
"ENSG00000178445.10",455.025022226961,-2.88149956219171,0.234211009160519,-12.3030064748871,8.72644619962348e-35,1.11727428493843e-33,"HAVANA","gene",NA,NA,"protein_coding","GLDC","2","HGNC:4313","OTTHUMG00000019524.4"
"ENSG00000248779.1",287.304345717182,-4.45927703545173,0.362535449025823,-12.300251044234,9.0293069520302e-35,1.15543294890963e-33,"HAVANA","gene",NA,NA,"lncRNA","AC093297.1","2",NA,"OTTHUMG00000162208.1"
"ENSG00000236961.1",0.984616596233748,4.24917225707901,0.34549402197779,12.2988300427154,9.18955335887998e-35,1.17562483691306e-33,"HAVANA","gene",NA,NA,"lncRNA","AL136131.2","2",NA,"OTTHUMG00000014749.1"
"ENSG00000285831.1",2.1012112916688,3.02246159625278,0.245776025007151,12.2976258411081,9.3275607862603e-35,1.19264328067716e-33,"HAVANA","gene",NA,NA,"lncRNA","AC027329.1","2",NA,"OTTHUMG00000193379.1"
"ENSG00000265112.1",4.0819611747608,-2.80277637245025,0.227974497180903,-12.2942539937973,9.72504275859557e-35,1.24313446788771e-33,"ENSEMBL","gene",NA,NA,"miRNA","MIR3153","3","HGNC:38289",NA
"ENSG00000163833.8",3.2785863288747,2.8731800162902,0.23387232533873,12.2852501343578,1.08708263888889e-34,1.38626907716707e-33,"HAVANA","gene",NA,NA,"protein_coding","FBXO40","2","HGNC:29816","OTTHUMG00000159410.3"
"ENSG00000254654.2",3.19230038540981,-3.1809621203862,0.258935101238937,-12.2847852808141,1.09334927834045e-34,1.39388940727224e-33,"HAVANA","gene",NA,NA,"lncRNA","LINC02685","2","HGNC:27350","OTTHUMG00000166477.6"
"ENSG00000286695.1",1.15057969691486,2.7863454108568,0.22700494847443,12.2743818123007,1.24337855202701e-34,1.58305252265782e-33,"HAVANA","gene",NA,NA,"lncRNA","AC026316.5","2",NA,"OTTHUMG00000195657.1"
"ENSG00000249231.8",28.2495039532838,-3.47364365536153,0.283150601254975,-12.2678307584929,1.34816982129241e-34,1.71328424769547e-33,"HAVANA","gene",NA,NA,"lncRNA","CASC16","2","HGNC:48608","OTTHUMG00000173223.5"
"ENSG00000286502.1",29.5875661439747,-2.81474134598304,0.229617830014956,-12.2583744729218,1.51508655879443e-34,1.92285555051235e-33,"HAVANA","gene",NA,NA,"lncRNA","AL645768.1","2",NA,"OTTHUMG00000194689.1"
"ENSG00000253227.2",9.88712321600205,-2.7952184702622,0.228123711458881,-12.2530816826818,1.61731257033824e-34,2.05150768453548e-33,"HAVANA","gene",NA,NA,"lncRNA","AC090192.2","1",NA,"OTTHUMG00000165019.5"
"ENSG00000105894.12",2586.21750299724,2.34508703605221,0.191437908090612,12.2498571962154,1.68291996351105e-34,2.13247012567613e-33,"HAVANA","gene",NA,NA,"protein_coding","PTN","1","HGNC:9630","OTTHUMG00000155709.3"
"ENSG00000226004.1",6.45252911730898,-3.20249228041503,0.261539422772915,-12.2447784217817,1.79165729376674e-34,2.26965364739197e-33,"HAVANA","gene",NA,NA,"lncRNA","LINC02528","1","HGNC:53554","OTTHUMG00000015665.1"
"ENSG00000265554.2",1.36914653678922,3.07327456926126,0.251163809745546,12.236136139099,1.99296496822619e-34,2.51801032773515e-33,"HAVANA","gene",NA,NA,"lncRNA","AP005271.1","2",NA,"OTTHUMG00000178508.2"
"ENSG00000227589.1",3.71486105301056,-3.45016899275979,0.282209375901315,-12.2255647309403,2.2699865620506e-34,2.86197516283801e-33,"HAVANA","gene",NA,NA,"lncRNA","TP73-AS3","1","HGNC:40590","OTTHUMG00000041605.1"
"ENSG00000162892.16",40.43634493531,-2.0747631747499,0.16975274362658,-12.2222659288143,2.36402235832542e-34,2.97818330758273e-33,"HAVANA","gene",NA,NA,"protein_coding","IL24","2","HGNC:11346","OTTHUMG00000036459.4"
"ENSG00000163499.12",8.70493750922352,-3.97559896864958,0.325340453720662,-12.219811348954,2.43649447971524e-34,3.06625822230516e-33,"HAVANA","gene",NA,NA,"protein_coding","CRYBA2","2","HGNC:2395","OTTHUMG00000133084.4"
"ENSG00000100253.13",10.5228443237304,-2.23859498500946,0.183205026781902,-12.2190696638167,2.45882404493331e-34,3.09354674350722e-33,"HAVANA","gene",NA,NA,"protein_coding","MIOX","2","HGNC:14522","OTTHUMG00000150207.2"
"ENSG00000236751.2",9.64069435035076,2.862552522542,0.234304111447758,12.2172526331458,2.51439134789541e-34,3.160967973699e-33,"HAVANA","gene",NA,NA,"lncRNA","LINC01186","2","HGNC:49573","OTTHUMG00000021416.7"
"ENSG00000287446.1",12.340417272066,-3.35279215103214,0.274465870664053,-12.2156978677176,2.56292743824545e-34,3.22113991517155e-33,"HAVANA","gene",NA,NA,"lncRNA","AC007731.5","2",NA,"OTTHUMG00000194038.1"
"ENSG00000224885.1",12.6861153491181,-2.02778949929507,0.166076065440311,-12.2100044574085,2.74874113863202e-34,3.45105314339256e-33,"HAVANA","gene",NA,NA,"lncRNA","EIPR1-IT1","2","HGNC:41392","OTTHUMG00000151430.1"
"ENSG00000198251.7",40.7915620973236,-4.22228307490829,0.345821734889143,-12.2094207764639,2.76853084741073e-34,3.47407838919455e-33,"HAVANA","gene",NA,NA,"unprocessed_pseudogene","CYP2A7P2","2","HGNC:2613","OTTHUMG00000182829.2"
"ENSG00000260903.3",33.7480028408805,-3.77932034051187,0.309708567458152,-12.2028278763148,3.0021349041318e-34,3.75933829735898e-33,"HAVANA","gene",NA,NA,"protein_coding","XKR7","2","HGNC:23062","OTTHUMG00000032198.4"
"ENSG00000287975.1",12.3875269388399,-2.188661023848,0.179409757915911,-12.1992306843969,3.13774411483325e-34,3.92607261795929e-33,"HAVANA","gene",NA,NA,"lncRNA","AC113143.2","2",NA,"OTTHUMG00000195630.1"
"ENSG00000139219.19",3353.71508138706,-3.61559341040415,0.296838361987511,-12.1803441650721,3.95608915437417e-34,4.93326994758111e-33,"HAVANA","gene",NA,NA,"protein_coding","COL2A1","2","HGNC:2200","OTTHUMG00000149896.7"
"ENSG00000157168.20",516.184767542924,2.18486063767799,0.179398435327486,12.1788165749027,4.03088172686855e-34,5.02522881952308e-33,"HAVANA","gene",NA,NA,"protein_coding","NRG1","2","HGNC:7997","OTTHUMG00000163918.29"
"ENSG00000036473.8",2.50507096642717,3.33757098782018,0.27409440556817,12.1767205751673,4.13579517205501e-34,5.15200069404981e-33,"HAVANA","gene",NA,NA,"protein_coding","OTC","2","HGNC:8512","OTTHUMG00000022727.4"
"ENSG00000228705.2",8.49662520155047,-3.97134395080569,0.326231396607589,-12.1733959149942,4.30779877890614e-34,5.36069193499723e-33,"HAVANA","gene",NA,NA,"lncRNA","LINC00659","1","HGNC:44316","OTTHUMG00000032931.9"
"ENSG00000187045.19",506.523292809045,-2.5205479165431,0.207062833218311,-12.1728650060807,4.33591610920979e-34,5.39428046720958e-33,"HAVANA","gene",NA,NA,"protein_coding","TMPRSS6","1","HGNC:16517","OTTHUMG00000150541.5"
"ENSG00000197110.9",4.0962040768605,-4.14233672883647,0.340617335652915,-12.1612622002817,4.99804156118639e-34,6.20835289594088e-33,"HAVANA","gene",NA,NA,"protein_coding","IFNL3","2","HGNC:18365","OTTHUMG00000182805.2"
"ENSG00000233622.3",3660.17076032063,-2.79424643545558,0.229782006101692,-12.1604231891812,5.04964184911806e-34,6.27082273175859e-33,"HAVANA","gene",NA,NA,"transcribed_unitary_pseudogene","CYP2T1P","1","HGNC:18852","OTTHUMG00000154549.3"
"ENSG00000185610.6",18.882249519596,2.01603705263121,0.165905287640073,12.1517347717388,5.61611298665516e-34,6.96706300338293e-33,"HAVANA","gene",NA,NA,"protein_coding","DBX2","2","HGNC:33186","OTTHUMG00000169559.1"
"ENSG00000144130.11",8.21498881103376,-2.93933973724619,0.241898414650098,-12.1511327037752,5.65762770980035e-34,7.01674718034002e-33,"HAVANA","gene",NA,NA,"protein_coding","NT5DC4","1","HGNC:27678","OTTHUMG00000153308.1"
"ENSG00000162761.14",18.3038499931637,2.40966083168827,0.198523689428126,12.1379007141647,6.65105865257417e-34,8.23390749469841e-33,"HAVANA","gene",NA,NA,"protein_coding","LMX1A","2","HGNC:6653","OTTHUMG00000034575.3"
"ENSG00000225950.8",28.6899352789636,2.36140478415731,0.194618347396109,12.1335157540471,7.01708025527484e-34,8.6713519481614e-33,"HAVANA","gene",NA,NA,"protein_coding","NTF4","2","HGNC:8024","OTTHUMG00000191728.1"
"ENSG00000254951.7",9.57243929600052,2.87818420890133,0.237233767248065,12.1322703858247,7.12463450634293e-34,8.80199172766606e-33,"HAVANA","gene",NA,NA,"lncRNA","AC044810.2","2",NA,"OTTHUMG00000185711.1"
"ENSG00000224126.2",5.53662200488439,-2.19812652584111,0.181377623765044,-12.1190612172125,8.37125162149611e-34,1.03155006477849e-32,"HAVANA","gene",NA,NA,"processed_pseudogene","UBE2SP2","1","HGNC:32196","OTTHUMG00000059055.2"
"ENSG00000232756.1",11.4392438676533,-3.43509111385398,0.283603551991465,-12.1122993338157,9.09094606083472e-34,1.11908331391211e-32,"HAVANA","gene",NA,NA,"lncRNA","AC004990.1","1",NA,"OTTHUMG00000156495.1"
"ENSG00000165799.5",32.7848037702046,2.54500349603083,0.210151353724251,12.1103359599112,9.31120018952512e-34,1.14560760421199e-32,"HAVANA","gene",NA,NA,"protein_coding","RNASE7","2","HGNC:19278","OTTHUMG00000171358.2"
"ENSG00000008056.14",125.039518976265,-2.05640375577866,0.16981731725896,-12.1095056085639,9.40593759727641e-34,1.15696654758797e-32,"HAVANA","gene",NA,NA,"protein_coding","SYN1","2","HGNC:11494","OTTHUMG00000021454.5"
"ENSG00000196364.9",8.32114893209213,-3.49137202907059,0.288328676621209,-12.1090002908638,9.46405888067059e-34,1.1635182473003e-32,"HAVANA","gene",NA,NA,"transcribed_unprocessed_pseudogene","PRSS29P","1","HGNC:17542","OTTHUMG00000172997.2"
"ENSG00000224568.2",1.16969751127625,3.76509043422186,0.311038559034323,12.104899295802,9.94914033068937e-34,1.22221362370084e-32,"HAVANA","gene",NA,NA,"lncRNA","LINC01886","1","HGNC:52705","OTTHUMG00000153209.8"
"ENSG00000259683.1",27.8238255298431,2.03451311976376,0.168343569014343,12.085481682941,1.26029390107968e-33,1.54189685395116e-32,"HAVANA","gene",NA,NA,"unprocessed_pseudogene","AC243562.2","2",NA,"OTTHUMG00000172499.1"
"ENSG00000183709.8",3.98568105696591,-4.23618500710934,0.350670294154802,-12.0802505308285,1.34309877305888e-33,1.64152709737885e-32,"HAVANA","gene",NA,NA,"protein_coding","IFNL2","2","HGNC:18364","OTTHUMG00000182806.1"
"ENSG00000113763.12",484.364358220402,-2.30303590526658,0.190671579643705,-12.0785484106761,1.37119016084603e-33,1.67500562483767e-32,"HAVANA","gene",NA,NA,"protein_coding","UNC5A","1","HGNC:12567","OTTHUMG00000163225.4"
"ENSG00000223764.2",307.19124957474,-2.24657078229172,0.186121344767703,-12.0704628751509,1.51280975782213e-33,1.84565101851944e-32,"HAVANA","gene",NA,NA,"lncRNA","LINC02593","2","HGNC:53933","OTTHUMG00000040718.2"
"ENSG00000240423.3",2.48575281985284,2.48707866666884,0.206051898454674,12.0701565252306,1.51845211463499e-33,1.85206315713244e-32,"HAVANA","gene",NA,NA,"lncRNA","LINC00636","1","HGNC:27702","OTTHUMG00000159197.3"
"ENSG00000263639.7",423.923547300339,-2.97951358922715,0.246912510620558,-12.0670823108105,1.57624327006922e-33,1.9210840770546e-32,"HAVANA","gene",NA,NA,"protein_coding","MSMB","2","HGNC:7372","OTTHUMG00000188315.4"
"ENSG00000228221.6",405.655348893278,-2.51716484166105,0.208621660785944,-12.0656926619129,1.60307877949378e-33,1.95329359932724e-32,"HAVANA","gene",NA,NA,"lncRNA","LINC00578","2","HGNC:43807","OTTHUMG00000157222.13"
"ENSG00000139151.16",8.01778661880394,2.97268723862568,0.246427512551578,12.0631304834662,1.65375216386189e-33,2.01401286656388e-32,"HAVANA","gene",NA,NA,"protein_coding","PLCZ1","1","HGNC:19218","OTTHUMG00000168937.13"
"ENSG00000212232.1",105.358868569467,-3.06141349706616,0.253801980057205,-12.0622128179462,1.67228558774045e-33,2.03606613744968e-32,"ENSEMBL","gene",NA,NA,"snoRNA","SNORD17","3","HGNC:32713",NA
"ENSG00000224679.1",10.8400338836759,-4.78125033037652,0.396409777509417,-12.0613834512771,1.68921310974765e-33,2.05563119349784e-32,"HAVANA","gene",NA,NA,"unprocessed_pseudogene","MED15P4","2","HGNC:48653","OTTHUMG00000153622.1"
"ENSG00000253490.5",14.731608753093,-2.40685366319229,0.199680768251721,-12.0535076275256,1.85868569262771e-33,2.2555631087587e-32,"HAVANA","gene",NA,NA,"lncRNA","LINC02099","2","HGNC:52953","OTTHUMG00000163801.2"
"ENSG00000184925.12",159.558020217885,-2.01321973121695,0.167036347537892,-12.052584727167,1.87961869041973e-33,2.28038823646516e-32,"HAVANA","gene",NA,NA,"protein_coding","LCN12","2","HGNC:28733","OTTHUMG00000020968.6"
"ENSG00000115009.13",76.2783755677305,-2.3500790812572,0.195050768496639,-12.0485507407662,1.97389955156556e-33,2.39355928918011e-32,"HAVANA","gene",NA,NA,"protein_coding","CCL20","2","HGNC:10619","OTTHUMG00000133189.5"
